"","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Notes"
"229","Houston Rockets",65,"Wed Mar 8 2017",NA,"Utah Jazz","L",NA,108,115,44,21,"L 2",NA
"230","Houston Rockets",66,"Fri Mar 10 2017","@","Chicago Bulls","W",NA,115,94,45,21,"W 1",NA
"231","Houston Rockets",67,"Sun Mar 12 2017",NA,"Cleveland Cavaliers","W",NA,117,112,46,21,"W 2",NA
"232","Houston Rockets",68,"Wed Mar 15 2017",NA,"Los Angeles Lakers","W",NA,139,100,47,21,"W 3",NA
"233","Houston Rockets",69,"Fri Mar 17 2017","@","New Orleans Pelicans","L",NA,112,128,47,22,"L 1",NA
"234","Houston Rockets",70,"Sat Mar 18 2017","@","Denver Nuggets","W",NA,109,105,48,22,"W 1",NA
"235","Houston Rockets",71,"Mon Mar 20 2017",NA,"Denver Nuggets","W",NA,125,124,49,22,"W 2",NA
"236","Houston Rockets",72,"Fri Mar 24 2017",NA,"New Orleans Pelicans","W",NA,117,107,50,22,"W 3",NA
"237","Houston Rockets",73,"Sun Mar 26 2017",NA,"Oklahoma City Thunder","W",NA,137,125,51,22,"W 4",NA
"238","Houston Rockets",74,"Tue Mar 28 2017",NA,"Golden State Warriors","L",NA,106,113,51,23,"L 1",NA
"239","Houston Rockets",75,"Thu Mar 30 2017","@","Portland Trail Blazers","L",NA,107,117,51,24,"L 2",NA
"240","Houston Rockets",76,"Fri Mar 31 2017","@","Golden State Warriors","L",NA,98,107,51,25,"L 3",NA
"241","Houston Rockets",77,"Sun Apr 2 2017","@","Phoenix Suns","W",NA,123,116,52,25,"W 1",NA
"242","Houston Rockets",78,"Wed Apr 5 2017",NA,"Denver Nuggets","W",NA,110,104,53,25,"W 2",NA
"243","Houston Rockets",79,"Fri Apr 7 2017",NA,"Detroit Pistons","L",NA,109,114,53,26,"L 1",NA
"244","Houston Rockets",80,"Sun Apr 9 2017","@","Sacramento Kings","W",NA,135,128,54,26,"W 1",NA
"245","Houston Rockets",81,"Mon Apr 10 2017","@","Los Angeles Clippers","L",NA,96,125,54,27,"L 1",NA
"246","Houston Rockets",82,"Wed Apr 12 2017",NA,"Minnesota Timberwolves","W",NA,123,118,55,27,"W 1",NA
"247","Utah Jazz",1,"Tue Oct 25 2016","@","Portland Trail Blazers","L",NA,104,113,0,1,"L 1",NA
"248","Utah Jazz",2,"Fri Oct 28 2016",NA,"Los Angeles Lakers","W",NA,96,89,1,1,"W 1",NA
"249","Utah Jazz",3,"Sun Oct 30 2016","@","Los Angeles Clippers","L",NA,75,88,1,2,"L 1",NA
"250","Utah Jazz",4,"Tue Nov 1 2016","@","San Antonio Spurs","W",NA,106,91,2,2,"W 1",NA
"251","Utah Jazz",5,"Wed Nov 2 2016",NA,"Dallas Mavericks","W",NA,97,81,3,2,"W 2",NA
"252","Utah Jazz",6,"Fri Nov 4 2016",NA,"San Antonio Spurs","L",NA,86,100,3,3,"L 1",NA
"253","Utah Jazz",7,"Sun Nov 6 2016","@","New York Knicks","W",NA,114,109,4,3,"W 1",NA
"254","Utah Jazz",8,"Mon Nov 7 2016","@","Philadelphia 76ers","W",NA,109,84,5,3,"W 2",NA
"255","Utah Jazz",9,"Wed Nov 9 2016","@","Charlotte Hornets","L",NA,98,104,5,4,"L 1",NA
"256","Utah Jazz",10,"Fri Nov 11 2016","@","Orlando Magic","W",NA,87,74,6,4,"W 1",NA
"257","Utah Jazz",11,"Sat Nov 12 2016","@","Miami Heat","W",NA,102,91,7,4,"W 2",NA
"258","Utah Jazz",12,"Mon Nov 14 2016",NA,"Memphis Grizzlies","L",NA,96,102,7,5,"L 1",NA
"259","Utah Jazz",13,"Thu Nov 17 2016",NA,"Chicago Bulls","L",NA,77,85,7,6,"L 2",NA
"260","Utah Jazz",14,"Sat Nov 19 2016","@","Houston Rockets","L",NA,102,111,7,7,"L 3",NA
"261","Utah Jazz",15,"Sun Nov 20 2016","@","Denver Nuggets","L",NA,91,105,7,8,"L 4",NA
"262","Utah Jazz",16,"Wed Nov 23 2016",NA,"Denver Nuggets","W",NA,108,83,8,8,"W 1",NA
"263","Utah Jazz",17,"Fri Nov 25 2016",NA,"Atlanta Hawks","W",NA,95,68,9,8,"W 2",NA
"264","Utah Jazz",18,"Mon Nov 28 2016","@","Minnesota Timberwolves","W",NA,112,103,10,8,"W 3",NA
"265","Utah Jazz",19,"Tue Nov 29 2016",NA,"Houston Rockets","W",NA,120,101,11,8,"W 4",NA
"266","Utah Jazz",20,"Thu Dec 1 2016",NA,"Miami Heat","L",NA,110,111,11,9,"L 1",NA
"267","Utah Jazz",21,"Sat Dec 3 2016",NA,"Denver Nuggets","W",NA,105,98,12,9,"W 1",NA
"268","Utah Jazz",22,"Mon Dec 5 2016","@","Los Angeles Lakers","W",NA,107,101,13,9,"W 2",NA
"269","Utah Jazz",23,"Tue Dec 6 2016",NA,"Phoenix Suns","W",NA,112,105,14,9,"W 3",NA
"270","Utah Jazz",24,"Thu Dec 8 2016",NA,"Golden State Warriors","L",NA,99,106,14,10,"L 1",NA
"271","Utah Jazz",25,"Sat Dec 10 2016",NA,"Sacramento Kings","W",NA,104,84,15,10,"W 1",NA
"272","Utah Jazz",26,"Wed Dec 14 2016",NA,"Oklahoma City Thunder","W",NA,109,89,16,10,"W 2",NA
"273","Utah Jazz",27,"Fri Dec 16 2016",NA,"Dallas Mavericks","W",NA,103,100,17,10,"W 3",NA
"274","Utah Jazz",28,"Sun Dec 18 2016","@","Memphis Grizzlies","W",NA,82,73,18,10,"W 4",NA
"275","Utah Jazz",29,"Tue Dec 20 2016","@","Golden State Warriors","L",NA,74,104,18,11,"L 1",NA
"276","Utah Jazz",30,"Wed Dec 21 2016",NA,"Sacramento Kings","L",NA,93,94,18,12,"L 2",NA
"277","Utah Jazz",31,"Fri Dec 23 2016",NA,"Toronto Raptors","L",NA,98,104,18,13,"L 3",NA
"278","Utah Jazz",32,"Tue Dec 27 2016","@","Los Angeles Lakers","W",NA,102,100,19,13,"W 1",NA
"279","Utah Jazz",33,"Thu Dec 29 2016",NA,"Philadelphia 76ers","W",NA,100,83,20,13,"W 2",NA
"280","Utah Jazz",34,"Sat Dec 31 2016",NA,"Phoenix Suns","W",NA,91,86,21,13,"W 3",NA
"281","Utah Jazz",35,"Mon Jan 2 2017","@","Brooklyn Nets","W",NA,101,89,22,13,"W 4",NA
"282","Utah Jazz",36,"Tue Jan 3 2017","@","Boston Celtics","L",NA,104,115,22,14,"L 1",NA
"283","Utah Jazz",37,"Thu Jan 5 2017","@","Toronto Raptors","L",NA,93,101,22,15,"L 2",NA
"284","Utah Jazz",38,"Sat Jan 7 2017","@","Minnesota Timberwolves","W",NA,94,92,23,15,"W 1",NA
"285","Utah Jazz",39,"Sun Jan 8 2017","@","Memphis Grizzlies","L",NA,79,88,23,16,"L 1",NA
"286","Utah Jazz",40,"Tue Jan 10 2017",NA,"Cleveland Cavaliers","W",NA,100,92,24,16,"W 1",NA
"287","Utah Jazz",41,"Fri Jan 13 2017",NA,"Detroit Pistons","W",NA,110,77,25,16,"W 2",NA
"288","Utah Jazz",42,"Sat Jan 14 2017",NA,"Orlando Magic","W",NA,114,107,26,16,"W 3",NA
"289","Utah Jazz",43,"Mon Jan 16 2017","@","Phoenix Suns","W",NA,106,101,27,16,"W 4",NA
"290","Utah Jazz",44,"Fri Jan 20 2017","@","Dallas Mavericks","W","OT",112,107,28,16,"W 5",NA
"291","Utah Jazz",45,"Sat Jan 21 2017",NA,"Indiana Pacers","W",NA,109,100,29,16,"W 6",NA
"292","Utah Jazz",46,"Mon Jan 23 2017",NA,"Oklahoma City Thunder","L",NA,95,97,29,17,"L 1",NA
"293","Utah Jazz",47,"Tue Jan 24 2017","@","Denver Nuggets","L",NA,93,103,29,18,"L 2",NA
"294","Utah Jazz",48,"Thu Jan 26 2017",NA,"Los Angeles Lakers","W",NA,96,88,30,18,"W 1",NA
"295","Utah Jazz",49,"Sat Jan 28 2017",NA,"Memphis Grizzlies","L",NA,95,102,30,19,"L 1",NA
"296","Utah Jazz",50,"Wed Feb 1 2017",NA,"Milwaukee Bucks","W",NA,104,88,31,19,"W 1",NA
"297","Utah Jazz",51,"Sat Feb 4 2017",NA,"Charlotte Hornets","W",NA,105,98,32,19,"W 2",NA
"298","Utah Jazz",52,"Mon Feb 6 2017","@","Atlanta Hawks","W",NA,120,95,33,19,"W 3",NA
"299","Utah Jazz",53,"Wed Feb 8 2017","@","New Orleans Pelicans","W",NA,127,94,34,19,"W 4",NA
"300","Utah Jazz",54,"Thu Feb 9 2017","@","Dallas Mavericks","L","OT",105,112,34,20,"L 1",NA
"301","Utah Jazz",55,"Sat Feb 11 2017",NA,"Boston Celtics","L",NA,104,112,34,21,"L 2",NA
"302","Utah Jazz",56,"Mon Feb 13 2017",NA,"Los Angeles Clippers","L",NA,72,88,34,22,"L 3",NA
"303","Utah Jazz",57,"Wed Feb 15 2017",NA,"Portland Trail Blazers","W",NA,111,88,35,22,"W 1",NA
"304","Utah Jazz",58,"Fri Feb 24 2017","@","Milwaukee Bucks","W",NA,109,95,36,22,"W 2",NA
"305","Utah Jazz",59,"Sun Feb 26 2017","@","Washington Wizards","W",NA,102,92,37,22,"W 3",NA
"306","Utah Jazz",60,"Tue Feb 28 2017","@","Oklahoma City Thunder","L",NA,106,109,37,23,"L 1",NA
"307","Utah Jazz",61,"Wed Mar 1 2017",NA,"Minnesota Timberwolves","L",NA,80,107,37,24,"L 2",NA
"308","Utah Jazz",62,"Fri Mar 3 2017",NA,"Brooklyn Nets","W",NA,112,97,38,24,"W 1",NA
"309","Utah Jazz",63,"Sun Mar 5 2017","@","Sacramento Kings","W","OT",110,109,39,24,"W 2",NA
"310","Utah Jazz",64,"Mon Mar 6 2017",NA,"New Orleans Pelicans","W",NA,88,83,40,24,"W 3",NA
"311","Utah Jazz",65,"Wed Mar 8 2017","@","Houston Rockets","W",NA,115,108,41,24,"W 4",NA
"312","Utah Jazz",66,"Sat Mar 11 2017","@","Oklahoma City Thunder","L",NA,104,112,41,25,"L 1",NA
"313","Utah Jazz",67,"Mon Mar 13 2017",NA,"Los Angeles Clippers","W",NA,114,108,42,25,"W 1",NA
"314","Utah Jazz",68,"Wed Mar 15 2017","@","Detroit Pistons","W",NA,97,83,43,25,"W 2",NA
"315","Utah Jazz",69,"Thu Mar 16 2017","@","Cleveland Cavaliers","L",NA,83,91,43,26,"L 1",NA
"316","Utah Jazz",70,"Sat Mar 18 2017","@","Chicago Bulls","L",NA,86,95,43,27,"L 2",NA
"317","Utah Jazz",71,"Mon Mar 20 2017","@","Indiana Pacers","L",NA,100,107,43,28,"L 3",NA
"318","Utah Jazz",72,"Wed Mar 22 2017",NA,"New York Knicks","W",NA,108,101,44,28,"W 1",NA
"319","Utah Jazz",73,"Sat Mar 25 2017","@","Los Angeles Clippers","L",NA,95,108,44,29,"L 1",NA
"320","Utah Jazz",74,"Mon Mar 27 2017",NA,"New Orleans Pelicans","W",NA,108,100,45,29,"W 1",NA
"321","Utah Jazz",75,"Wed Mar 29 2017","@","Sacramento Kings","W",NA,112,82,46,29,"W 2",NA
"322","Utah Jazz",76,"Fri Mar 31 2017",NA,"Washington Wizards","W",NA,95,88,47,29,"W 3",NA
"323","Utah Jazz",77,"Sun Apr 2 2017","@","San Antonio Spurs","L",NA,103,109,47,30,"L 1",NA
"324","Utah Jazz",78,"Tue Apr 4 2017",NA,"Portland Trail Blazers","W",NA,106,87,48,30,"W 1",NA
"325","Utah Jazz",79,"Fri Apr 7 2017",NA,"Minnesota Timberwolves","W",NA,120,113,49,30,"W 2",NA
"326","Utah Jazz",80,"Sat Apr 8 2017","@","Portland Trail Blazers","L",NA,86,101,49,31,"L 1",NA
"327","Utah Jazz",81,"Mon Apr 10 2017","@","Golden State Warriors","W",NA,105,99,50,31,"W 1",NA
"328","Utah Jazz",82,"Wed Apr 12 2017",NA,"San Antonio Spurs","W",NA,101,97,51,31,"W 2",NA
"329","Los Angeles Clippers",1,"Thu Oct 27 2016","@","Portland Trail Blazers","W",NA,114,106,1,0,"W 1",NA
"330","Los Angeles Clippers",2,"Sun Oct 30 2016",NA,"Utah Jazz","W",NA,88,75,2,0,"W 2",NA
"331","Los Angeles Clippers",3,"Mon Oct 31 2016",NA,"Phoenix Suns","W",NA,116,98,3,0,"W 3",NA
"332","Los Angeles Clippers",4,"Wed Nov 2 2016",NA,"Oklahoma City Thunder","L",NA,83,85,3,1,"L 1",NA
"333","Los Angeles Clippers",5,"Fri Nov 4 2016","@","Memphis Grizzlies","W",NA,99,88,4,1,"W 1",NA
"334","Los Angeles Clippers",6,"Sat Nov 5 2016","@","San Antonio Spurs","W",NA,116,92,5,1,"W 2",NA
"335","Los Angeles Clippers",7,"Mon Nov 7 2016",NA,"Detroit Pistons","W",NA,114,82,6,1,"W 3",NA
"336","Los Angeles Clippers",8,"Wed Nov 9 2016",NA,"Portland Trail Blazers","W",NA,111,80,7,1,"W 4",NA
"337","Los Angeles Clippers",9,"Fri Nov 11 2016","@","Oklahoma City Thunder","W",NA,110,108,8,1,"W 5",NA
"338","Los Angeles Clippers",10,"Sat Nov 12 2016","@","Minnesota Timberwolves","W",NA,119,105,9,1,"W 6",NA
"339","Los Angeles Clippers",11,"Mon Nov 14 2016",NA,"Brooklyn Nets","W",NA,127,95,10,1,"W 7",NA
"340","Los Angeles Clippers",12,"Wed Nov 16 2016",NA,"Memphis Grizzlies","L",NA,107,111,10,2,"L 1",NA
"341","Los Angeles Clippers",13,"Fri Nov 18 2016","@","Sacramento Kings","W",NA,121,115,11,2,"W 1",NA
"342","Los Angeles Clippers",14,"Sat Nov 19 2016",NA,"Chicago Bulls","W",NA,102,95,12,2,"W 2",NA
"343","Los Angeles Clippers",15,"Mon Nov 21 2016",NA,"Toronto Raptors","W",NA,123,115,13,2,"W 3",NA
"344","Los Angeles Clippers",16,"Wed Nov 23 2016","@","Dallas Mavericks","W",NA,124,104,14,2,"W 4",NA
"345","Los Angeles Clippers",17,"Fri Nov 25 2016","@","Detroit Pistons","L",NA,97,108,14,3,"L 1",NA
"346","Los Angeles Clippers",18,"Sun Nov 27 2016","@","Indiana Pacers","L",NA,70,91,14,4,"L 2",NA
"347","Los Angeles Clippers",19,"Tue Nov 29 2016","@","Brooklyn Nets","L","2OT",122,127,14,5,"L 3",NA
"348","Los Angeles Clippers",20,"Thu Dec 1 2016","@","Cleveland Cavaliers","W",NA,113,94,15,5,"W 1",NA
"349","Los Angeles Clippers",21,"Fri Dec 2 2016","@","New Orleans Pelicans","W",NA,114,96,16,5,"W 2",NA
"350","Los Angeles Clippers",22,"Sun Dec 4 2016",NA,"Indiana Pacers","L",NA,102,111,16,6,"L 1",NA
"351","Los Angeles Clippers",23,"Wed Dec 7 2016",NA,"Golden State Warriors","L",NA,98,115,16,7,"L 2",NA
"352","Los Angeles Clippers",24,"Sat Dec 10 2016",NA,"New Orleans Pelicans","W",NA,133,105,17,7,"W 1",NA
"353","Los Angeles Clippers",25,"Mon Dec 12 2016",NA,"Portland Trail Blazers","W",NA,121,120,18,7,"W 2",NA
"354","Los Angeles Clippers",26,"Wed Dec 14 2016","@","Orlando Magic","W",NA,113,108,19,7,"W 3",NA
"355","Los Angeles Clippers",27,"Fri Dec 16 2016","@","Miami Heat","W",NA,102,98,20,7,"W 4",NA
"356","Los Angeles Clippers",28,"Sun Dec 18 2016","@","Washington Wizards","L",NA,110,117,20,8,"L 1",NA
"357","Los Angeles Clippers",29,"Tue Dec 20 2016",NA,"Denver Nuggets","W",NA,119,102,21,8,"W 1",NA
"358","Los Angeles Clippers",30,"Thu Dec 22 2016",NA,"San Antonio Spurs","W",NA,106,101,22,8,"W 2",NA
"359","Los Angeles Clippers",31,"Fri Dec 23 2016",NA,"Dallas Mavericks","L",NA,88,90,22,9,"L 1",NA
"360","Los Angeles Clippers",32,"Sun Dec 25 2016","@","Los Angeles Lakers","L",NA,102,111,22,10,"L 2",NA
"361","Los Angeles Clippers",33,"Mon Dec 26 2016",NA,"Denver Nuggets","L",NA,102,106,22,11,"L 3",NA
"362","Los Angeles Clippers",34,"Wed Dec 28 2016","@","New Orleans Pelicans","L",NA,98,102,22,12,"L 4",NA
"363","Los Angeles Clippers",35,"Fri Dec 30 2016","@","Houston Rockets","L",NA,116,140,22,13,"L 5",NA
"364","Los Angeles Clippers",36,"Sat Dec 31 2016","@","Oklahoma City Thunder","L",NA,88,114,22,14,"L 6",NA
"365","Los Angeles Clippers",37,"Mon Jan 2 2017",NA,"Phoenix Suns","W",NA,109,98,23,14,"W 1",NA
"366","Los Angeles Clippers",38,"Wed Jan 4 2017",NA,"Memphis Grizzlies","W",NA,115,106,24,14,"W 2",NA
"367","Los Angeles Clippers",39,"Fri Jan 6 2017","@","Sacramento Kings","W",NA,106,98,25,14,"W 3",NA
"368","Los Angeles Clippers",40,"Sun Jan 8 2017",NA,"Miami Heat","W",NA,98,86,26,14,"W 4",NA
"369","Los Angeles Clippers",41,"Wed Jan 11 2017",NA,"Orlando Magic","W",NA,105,96,27,14,"W 5",NA
"370","Los Angeles Clippers",42,"Sat Jan 14 2017",NA,"Los Angeles Lakers","W",NA,113,97,28,14,"W 6",NA
"371","Los Angeles Clippers",43,"Mon Jan 16 2017",NA,"Oklahoma City Thunder","W",NA,120,98,29,14,"W 7",NA
"372","Los Angeles Clippers",44,"Thu Jan 19 2017",NA,"Minnesota Timberwolves","L",NA,101,104,29,15,"L 1",NA
"373","Los Angeles Clippers",45,"Sat Jan 21 2017","@","Denver Nuggets","L",NA,98,123,29,16,"L 2",NA
"374","Los Angeles Clippers",46,"Mon Jan 23 2017","@","Atlanta Hawks","W",NA,115,105,30,16,"W 1",NA
"375","Los Angeles Clippers",47,"Tue Jan 24 2017","@","Philadelphia 76ers","L",NA,110,121,30,17,"L 1",NA
"376","Los Angeles Clippers",48,"Sat Jan 28 2017","@","Golden State Warriors","L",NA,98,144,30,18,"L 2",NA
"377","Los Angeles Clippers",49,"Wed Feb 1 2017","@","Phoenix Suns","W",NA,124,114,31,18,"W 1",NA
"378","Los Angeles Clippers",50,"Thu Feb 2 2017",NA,"Golden State Warriors","L",NA,120,133,31,19,"L 1",NA
"379","Los Angeles Clippers",51,"Sun Feb 5 2017","@","Boston Celtics","L",NA,102,107,31,20,"L 2",NA
"380","Los Angeles Clippers",52,"Mon Feb 6 2017","@","Toronto Raptors","L",NA,109,118,31,21,"L 3",NA
"381","Los Angeles Clippers",53,"Wed Feb 8 2017","@","New York Knicks","W",NA,119,115,32,21,"W 1",NA
"382","Los Angeles Clippers",54,"Sat Feb 11 2017","@","Charlotte Hornets","W",NA,107,102,33,21,"W 2",NA
"383","Los Angeles Clippers",55,"Mon Feb 13 2017","@","Utah Jazz","W",NA,88,72,34,21,"W 3",NA
"384","Los Angeles Clippers",56,"Wed Feb 15 2017",NA,"Atlanta Hawks","W",NA,99,84,35,21,"W 4",NA
"385","Los Angeles Clippers",57,"Thu Feb 23 2017","@","Golden State Warriors","L",NA,113,123,35,22,"L 1",NA
"386","Los Angeles Clippers",58,"Fri Feb 24 2017",NA,"San Antonio Spurs","L",NA,97,105,35,23,"L 2",NA
"387","Los Angeles Clippers",59,"Sun Feb 26 2017",NA,"Charlotte Hornets","W","OT",124,121,36,23,"W 1",NA
"388","Los Angeles Clippers",60,"Wed Mar 1 2017",NA,"Houston Rockets","L",NA,103,122,36,24,"L 1",NA
"389","Los Angeles Clippers",61,"Fri Mar 3 2017","@","Milwaukee Bucks","L",NA,101,112,36,25,"L 2",NA
"390","Los Angeles Clippers",62,"Sat Mar 4 2017","@","Chicago Bulls","W",NA,101,91,37,25,"W 1",NA
"391","Los Angeles Clippers",63,"Mon Mar 6 2017",NA,"Boston Celtics","W",NA,116,102,38,25,"W 2",NA
"392","Los Angeles Clippers",64,"Wed Mar 8 2017","@","Minnesota Timberwolves","L",NA,91,107,38,26,"L 1",NA
"393","Los Angeles Clippers",65,"Thu Mar 9 2017","@","Memphis Grizzlies","W",NA,114,98,39,26,"W 1",NA
"394","Los Angeles Clippers",66,"Sat Mar 11 2017",NA,"Philadelphia 76ers","W",NA,112,100,40,26,"W 2",NA
"395","Los Angeles Clippers",67,"Mon Mar 13 2017","@","Utah Jazz","L",NA,108,114,40,27,"L 1",NA
"396","Los Angeles Clippers",68,"Wed Mar 15 2017",NA,"Milwaukee Bucks","L",NA,96,97,40,28,"L 2",NA
"397","Los Angeles Clippers",69,"Thu Mar 16 2017","@","Denver Nuggets","L",NA,114,129,40,29,"L 3",NA
"398","Los Angeles Clippers",70,"Sat Mar 18 2017",NA,"Cleveland Cavaliers","W",NA,108,78,41,29,"W 1",NA
"399","Los Angeles Clippers",71,"Mon Mar 20 2017",NA,"New York Knicks","W",NA,114,105,42,29,"W 2",NA
"400","Los Angeles Clippers",72,"Tue Mar 21 2017","@","Los Angeles Lakers","W",NA,133,109,43,29,"W 3",NA
"401","Los Angeles Clippers",73,"Thu Mar 23 2017","@","Dallas Mavericks","L",NA,95,97,43,30,"L 1",NA
"402","Los Angeles Clippers",74,"Sat Mar 25 2017",NA,"Utah Jazz","W",NA,108,95,44,30,"W 1",NA
"403","Los Angeles Clippers",75,"Sun Mar 26 2017",NA,"Sacramento Kings","L",NA,97,98,44,31,"L 1",NA
"404","Los Angeles Clippers",76,"Wed Mar 29 2017",NA,"Washington Wizards","W",NA,133,124,45,31,"W 1",NA
"405","Los Angeles Clippers",77,"Thu Mar 30 2017","@","Phoenix Suns","W",NA,124,118,46,31,"W 2",NA
"406","Los Angeles Clippers",78,"Sat Apr 1 2017",NA,"Los Angeles Lakers","W",NA,115,104,47,31,"W 3",NA
"407","Los Angeles Clippers",79,"Wed Apr 5 2017",NA,"Dallas Mavericks","W",NA,112,101,48,31,"W 4",NA
"408","Los Angeles Clippers",80,"Sat Apr 8 2017","@","San Antonio Spurs","W",NA,98,87,49,31,"W 5",NA
"409","Los Angeles Clippers",81,"Mon Apr 10 2017",NA,"Houston Rockets","W",NA,125,96,50,31,"W 6",NA
"410","Los Angeles Clippers",82,"Wed Apr 12 2017",NA,"Sacramento Kings","W",NA,115,95,51,31,"W 7",NA
"411","Oklahoma City Thunder",1,"Wed Oct 26 2016","@","Philadelphia 76ers","W",NA,103,97,1,0,"W 1",NA
"412","Oklahoma City Thunder",2,"Fri Oct 28 2016",NA,"Phoenix Suns","W","OT",113,110,2,0,"W 2",NA
"413","Oklahoma City Thunder",3,"Sun Oct 30 2016",NA,"Los Angeles Lakers","W",NA,113,96,3,0,"W 3",NA
"414","Oklahoma City Thunder",4,"Wed Nov 2 2016","@","Los Angeles Clippers","W",NA,85,83,4,0,"W 4",NA
"415","Oklahoma City Thunder",5,"Thu Nov 3 2016","@","Golden State Warriors","L",NA,96,122,4,1,"L 1",NA
"416","Oklahoma City Thunder",6,"Sat Nov 5 2016",NA,"Minnesota Timberwolves","W",NA,112,92,5,1,"W 1",NA
"417","Oklahoma City Thunder",7,"Mon Nov 7 2016",NA,"Miami Heat","W",NA,97,85,6,1,"W 2",NA
"418","Oklahoma City Thunder",8,"Wed Nov 9 2016",NA,"Toronto Raptors","L",NA,102,112,6,2,"L 1",NA
"419","Oklahoma City Thunder",9,"Fri Nov 11 2016",NA,"Los Angeles Clippers","L",NA,108,110,6,3,"L 2",NA
"420","Oklahoma City Thunder",10,"Sun Nov 13 2016",NA,"Orlando Magic","L",NA,117,119,6,4,"L 3",NA
"421","Oklahoma City Thunder",11,"Mon Nov 14 2016","@","Detroit Pistons","L",NA,88,104,6,5,"L 4",NA
"422","Oklahoma City Thunder",12,"Wed Nov 16 2016",NA,"Houston Rockets","W",NA,105,103,7,5,"W 1",NA
"423","Oklahoma City Thunder",13,"Fri Nov 18 2016",NA,"Brooklyn Nets","W",NA,124,105,8,5,"W 2",NA
"424","Oklahoma City Thunder",14,"Sun Nov 20 2016",NA,"Indiana Pacers","L","OT",111,115,8,6,"L 1",NA
"425","Oklahoma City Thunder",15,"Tue Nov 22 2016","@","Los Angeles Lakers","L",NA,109,111,8,7,"L 2",NA
"426","Oklahoma City Thunder",16,"Wed Nov 23 2016","@","Sacramento Kings","L",NA,101,116,8,8,"L 3",NA
"427","Oklahoma City Thunder",17,"Fri Nov 25 2016","@","Denver Nuggets","W","OT",132,129,9,8,"W 1",NA
"428","Oklahoma City Thunder",18,"Sat Nov 26 2016",NA,"Detroit Pistons","W",NA,106,88,10,8,"W 2",NA
"429","Oklahoma City Thunder",19,"Mon Nov 28 2016","@","New York Knicks","W",NA,112,103,11,8,"W 3",NA
"430","Oklahoma City Thunder",20,"Wed Nov 30 2016",NA,"Washington Wizards","W","OT",126,115,12,8,"W 4",NA
"431","Oklahoma City Thunder",21,"Sun Dec 4 2016",NA,"New Orleans Pelicans","W",NA,101,92,13,8,"W 5",NA
"432","Oklahoma City Thunder",22,"Mon Dec 5 2016","@","Atlanta Hawks","W",NA,102,99,14,8,"W 6",NA
"433","Oklahoma City Thunder",23,"Fri Dec 9 2016",NA,"Houston Rockets","L",NA,99,102,14,9,"L 1",NA
"434","Oklahoma City Thunder",24,"Sun Dec 11 2016",NA,"Boston Celtics","W",NA,99,96,15,9,"W 1",NA
"435","Oklahoma City Thunder",25,"Tue Dec 13 2016","@","Portland Trail Blazers","L",NA,95,114,15,10,"L 1",NA
"436","Oklahoma City Thunder",26,"Wed Dec 14 2016","@","Utah Jazz","L",NA,89,109,15,11,"L 2",NA
"437","Oklahoma City Thunder",27,"Sat Dec 17 2016",NA,"Phoenix Suns","W",NA,114,101,16,11,"W 1",NA
"438","Oklahoma City Thunder",28,"Mon Dec 19 2016",NA,"Atlanta Hawks","L",NA,108,110,16,12,"L 1",NA
"439","Oklahoma City Thunder",29,"Wed Dec 21 2016","@","New Orleans Pelicans","W",NA,121,110,17,12,"W 1",NA
"440","Oklahoma City Thunder",30,"Fri Dec 23 2016","@","Boston Celtics","W",NA,117,112,18,12,"W 2",NA
"441","Oklahoma City Thunder",31,"Sun Dec 25 2016",NA,"Minnesota Timberwolves","W",NA,112,100,19,12,"W 3",NA
"442","Oklahoma City Thunder",32,"Tue Dec 27 2016","@","Miami Heat","W",NA,106,94,20,12,"W 4",NA
"443","Oklahoma City Thunder",33,"Thu Dec 29 2016","@","Memphis Grizzlies","L",NA,80,114,20,13,"L 1",NA
"444","Oklahoma City Thunder",34,"Sat Dec 31 2016",NA,"Los Angeles Clippers","W",NA,114,88,21,13,"W 1",NA
"445","Oklahoma City Thunder",35,"Mon Jan 2 2017","@","Milwaukee Bucks","L",NA,94,98,21,14,"L 1",NA
"446","Oklahoma City Thunder",36,"Wed Jan 4 2017","@","Charlotte Hornets","L",NA,112,123,21,15,"L 2",NA
"447","Oklahoma City Thunder",37,"Thu Jan 5 2017","@","Houston Rockets","L",NA,116,118,21,16,"L 3",NA
"448","Oklahoma City Thunder",38,"Sat Jan 7 2017",NA,"Denver Nuggets","W",NA,121,106,22,16,"W 1",NA
"449","Oklahoma City Thunder",39,"Mon Jan 9 2017","@","Chicago Bulls","W",NA,109,94,23,16,"W 2",NA
"450","Oklahoma City Thunder",40,"Wed Jan 11 2017",NA,"Memphis Grizzlies","W",NA,103,95,24,16,"W 3",NA
"451","Oklahoma City Thunder",41,"Fri Jan 13 2017","@","Minnesota Timberwolves","L",NA,86,96,24,17,"L 1",NA
"452","Oklahoma City Thunder",42,"Sun Jan 15 2017","@","Sacramento Kings","W",NA,122,118,25,17,"W 1",NA
"453","Oklahoma City Thunder",43,"Mon Jan 16 2017","@","Los Angeles Clippers","L",NA,98,120,25,18,"L 1",NA
"454","Oklahoma City Thunder",44,"Wed Jan 18 2017","@","Golden State Warriors","L",NA,100,121,25,19,"L 2",NA
